Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 176

N 	Smpl.	Trig
333	174	1
334	179	1
335	189	1
336	197	1
337	204	1
338	207	1
339	204	1
340	199	1
341	191	1
342	181	1
343	175	1
344	173	1
345	173	1
346	173	1
347	173	1
348	173	1
349	173	1
350	173	1
351	173	1
352	173	1
353	176	1
354	184	1
355	193	1
356	199	1
357	203	1
358	203	1
359	199	1
360	192	1
361	184	1
362	176	1
363	173	1
364	173	1
365	173	1
366	173	1
367	172	1
368	173	1
369	173	1
370	174	1
371	173	1
372	173	1
373	173	1
374	173	1
375	173	1
376	173	1
377	173	1
378	173	1
379	173	1
380	173	1
381	173	1
382	173	1
383	172	1
384	173	1
385	173	1
386	173	1
387	173	1
388	173	1
389	173	1
390	172	1
391	172	1
392	173	1
393	173	1
394	173	1
395	173	1
396	173	1
397	173	1
398	173	1
399	172	1
400	173	1
401	173	1
402	173	1
403	173	1
404	173	1
405	173	1
406	173	1
407	172	1
408	172	1
409	173	1
410	173	1
411	173	1
412	173	1
413	172	1
414	173	1
415	172	1
416	173	1
417	173	1
418	173	1
419	173	1
420	173	1
421	173	1
422	173	1
423	173	1
424	172	1
425	173	1
426	173	1
427	173	1
428	173	1
429	173	1
430	173	1
431	173	1
432	173	1
433	173	1
434	173	1
435	173	1
436	173	1
437	173	1
438	173	1
439	172	1
440	173	1
441	173	1
442	173	1
443	172	1
444	173	1
445	173	1
446	173	1
447	172	1
448	173	1
449	174	1
450	173	1
451	173	1
452	173	1
453	173	1
454	173	1
455	173	1
456	173	1
457	173	1
458	173	1
459	173	1
460	173	1
461	173	1
462	173	1
463	173	1
464	173	1
465	173	1
466	173	1
467	173	1
468	173	1
469	173	1
470	173	1
471	173	1
472	173	1
473	173	1
474	173	1
475	173	1
476	173	1
477	173	1
478	172	1
479	173	1
480	173	1
481	174	1
482	173	1
483	173	1
484	173	1
485	173	1
486	173	1
487	173	1
488	173	1
489	173	1
490	173	1
491	173	1
492	173	1
493	173	1
494	173	1
495	173	1
496	173	1
497	173	1
498	173	1
499	173	1
500	172	1
501	173	1
502	172	1
503	173	1
504	173	1
505	173	1
506	173	1
507	173	1
508	173	1
509	173	1
510	173	1
511	172	1
512	173	1
513	173	1
514	173	1
515	173	1
516	173	1
517	173	1
518	172	1
519	173	1
520	173	1
521	173	1
522	173	1
523	173	1
524	173	1
525	173	1
526	173	1
527	172	1
528	173	1
529	173	1
530	173	1
531	173	1
532	173	1
533	173	1
534	173	1
535	173	1
536	173	1
537	173	1
538	173	1
539	173	1
540	173	1
541	173	1
542	172	1
543	173	1
544	173	1
545	173	1
546	173	1
547	173	1
548	173	1
549	173	1
550	172	1
551	173	1
552	173	1
553	173	1
554	173	1
555	173	1
556	173	1
557	172	1
558	172	1
559	173	1
560	173	1
561	173	1
562	173	1
563	173	1
564	173	1
565	173	1
566	173	1
567	173	1
568	173	1
569	173	1
570	173	1
571	173	1
572	173	1
573	173	1
574	172	1
575	173	1
576	174	1
577	174	1
578	173	1
579	173	1
580	173	1
581	173	1
582	173	1
583	173	1
584	173	1
585	173	1
586	173	1
587	173	1
588	173	1
589	173	1
590	173	1
591	173	1
592	173	1
593	173	1
594	173	1
595	173	1
596	173	1
597	173	1
598	173	1
599	173	1
600	173	1
601	173	1
602	173	1
603	173	1
604	173	1
605	173	1
606	173	1
607	173	1
608	174	1
609	174	1
610	173	1
611	173	1
612	173	1
613	173	1
614	173	1
615	173	1
616	173	1
617	173	1
618	173	1
619	173	1
620	173	1
621	173	1
622	173	1
623	173	1
624	173	1
625	174	1
626	173	1
627	173	1
628	173	1
629	173	1
630	173	1
631	173	1
632	173	1
633	173	1
634	173	1
635	173	1
636	173	1
637	173	1
638	172	1
639	173	1
640	174	1
641	173	1
642	173	1
643	173	1
644	173	1
645	173	1
646	172	1
647	172	1
648	173	1
649	173	1
650	173	1
651	173	1
652	173	1
653	173	1
654	172	1
655	173	1
656	174	1
657	173	1
658	173	1
659	173	1
660	173	1
661	173	1
662	173	1
663	173	1
664	173	1
665	173	1
666	173	1
667	173	1
668	173	1
669	173	1
670	172	1
671	173	1
672	173	1
673	174	1
674	173	1
675	173	1
676	173	1
677	173	1
678	173	1
679	173	1
680	173	1
681	173	1
682	173	1
683	173	1
684	173	1
685	173	1
686	173	1
687	173	1
688	173	1
689	173	1
690	173	1
691	173	1
692	173	1
693	172	1
694	173	1
695	173	1
696	173	1
697	173	1
698	173	1
699	173	1
700	173	1
701	172	1
702	172	1
703	173	1
704	173	1
705	173	1
706	173	1
707	173	1
708	173	1
709	173	1
710	173	1
711	172	1
712	173	1
713	173	1
714	173	1
715	173	1
716	173	1
717	173	1
718	172	1
719	173	1
720	173	1
721	173	1
722	173	1
723	173	1
724	173	1
725	173	1
726	173	1
727	173	1
728	173	1
729	173	1
730	173	1
731	173	1
732	173	1
733	172	1
734	173	1
735	173	1
736	173	1
737	173	1
738	173	1
739	173	1
740	173	1
741	173	1
742	173	1
743	173	1
744	173	1
745	173	1
746	173	1
747	173	1
748	173	1
749	172	1
750	173	1
751	173	1
752	174	1
753	173	1
754	172	1
755	173	1
756	173	1
757	173	1
758	173	1
759	173	1
760	173	1
761	173	1
762	173	1
763	173	1
764	173	1
765	173	0
766	173	0
767	173	0
768	173	0
769	173	0
770	173	0
771	173	0
772	173	0
773	173	0
774	173	0
775	173	0
776	173	0
777	173	0
778	173	0
779	173	0
780	173	0
781	172	0
782	173	0
783	173	0
784	173	0
785	173	0
786	173	0
787	173	0
788	173	0
789	173	0
790	173	0
791	173	0
792	173	0
793	173	0
794	173	0
795	173	0
796	173	0
797	173	0
798	172	0
799	173	0
800	173	0
801	173	0
802	173	0
803	173	0
804	173	0
805	173	0
806	173	0
807	173	0
808	173	0
809	173	0
810	173	0
811	173	0
812	173	0
813	173	0
814	172	0
815	173	0
816	173	0
817	173	0
818	173	0
819	173	0
820	173	0
821	172	0
822	173	0
823	173	0
824	173	0
825	173	0
826	173	0
827	173	0
828	173	0
829	173	0
830	173	0
831	173	0
832	173	0
833	173	0
834	173	0
835	173	0
836	173	0
837	172	0
838	173	0
839	173	0
840	173	0
841	173	0
842	173	0
843	173	0
844	173	0
845	173	0
846	173	0
847	173	0
848	173	0
849	173	0
850	173	0
851	173	0
852	172	0
853	172	0
854	173	0
855	173	0
856	173	0
857	173	0
858	173	0
859	173	0
860	173	0
861	173	0
862	173	0
863	174	0
864	173	0
865	173	0
866	173	0
867	173	0
868	173	0
869	173	0
870	173	0
871	173	0
872	173	0
873	173	0
874	173	0
875	173	0
876	173	0
877	172	0
878	173	0
879	174	0
880	173	0
881	173	0
882	173	0
883	173	0
884	173	0
885	173	0
886	173	0
887	173	0
888	173	0
889	173	0
890	173	0
891	173	0
892	173	0
893	173	0
894	173	0
895	173	0
896	173	0
897	173	0
898	173	0
899	173	0
900	173	0
901	173	0
902	173	0
903	173	0
904	173	0
905	173	0
906	173	0
907	173	0
908	173	0
909	172	0
910	173	0
911	173	0
912	173	0
913	173	0
914	173	0
915	173	0
916	173	0
917	173	0
918	173	0
919	173	0
920	173	0
921	173	0
922	173	0
923	173	0
924	173	0
925	172	0
926	173	0
927	174	0
928	173	0
929	173	0
930	173	0
931	173	0
932	173	0
933	173	0
934	173	0
935	173	0
936	173	0
937	173	0
938	173	0
939	173	0
940	173	0
941	173	0
942	173	0
943	173	0
944	173	0
945	173	0
946	173	0
947	173	0
948	173	0
949	173	0
950	173	0
951	173	0
952	173	0
953	173	0
954	173	0
955	173	0
956	173	0
957	173	0
958	173	0
959	174	0
960	173	0
961	172	0
962	173	0
963	173	0
964	173	0
965	173	0
966	173	0
967	173	0
968	173	0
969	173	0
970	173	0
971	173	0
972	173	0
973	173	0
974	173	0
975	173	0
976	173	0
977	173	0
978	173	0
979	173	0
980	172	0
981	173	0
982	173	0
983	173	0
984	173	0
985	173	0
986	173	0
987	173	0
988	173	0
989	173	0
990	173	0
991	173	0
992	173	0
993	173	0
994	173	0
995	173	0
996	173	0
997	173	0
998	173	0
999	173	0
