Oscilloscope data. 
Time step = 50,00 nS
Voltage step = 3,125 mV
Zero level = 63

N 	Smpl.	Trig
261	47	0
262	46	0
263	47	0
264	46	0
265	47	0
266	48	0
267	46	0
268	46	0
269	47	0
270	46	0
271	46	0
272	46	0
273	47	0
274	46	0
275	47	0
276	47	0
277	47	0
278	47	0
279	48	0
280	47	0
281	47	0
282	46	0
283	46	0
284	47	0
285	46	0
286	47	0
287	46	0
288	47	0
289	47	0
290	45	0
291	47	0
292	48	0
293	47	0
294	47	0
295	45	0
296	46	0
297	47	0
298	46	0
299	47	0
300	46	0
301	47	0
302	48	0
303	45	0
304	47	0
305	47	0
306	46	0
307	47	0
308	46	0
309	46	0
310	47	0
311	45	0
312	47	0
313	47	0
314	47	0
315	48	0
316	46	0
317	47	0
318	46	0
319	46	0
320	47	1
321	46	1
322	46	1
323	45	1
324	47	1
325	47	1
326	46	1
327	77	1
328	175	1
329	168	1
330	171	1
331	170	1
332	169	1
333	167	1
334	170	1
335	173	1
336	167	1
337	169	1
338	172	1
339	171	1
340	168	1
341	167	1
342	171	1
343	171	1
344	167	1
345	69	1
346	47	1
347	46	1
348	47	1
349	47	1
350	46	1
351	47	1
352	47	1
353	45	1
354	46	1
355	47	1
356	47	1
357	45	1
358	47	1
359	46	1
360	46	1
361	47	1
362	45	1
363	47	1
364	48	1
365	46	1
366	46	1
367	46	1
368	47	1
369	47	1
370	46	1
371	45	1
372	46	1
373	46	1
374	47	1
375	47	1
376	46	1
377	47	1
378	46	1
379	47	1
380	46	1
381	47	1
382	47	1
383	46	1
384	46	1
385	46	1
386	46	1
387	48	1
388	47	1
389	46	1
390	47	1
391	47	1
392	47	1
393	46	1
394	47	1
395	47	1
396	46	1
397	47	1
398	47	1
399	47	1
400	47	1
401	46	1
402	47	1
403	45	1
404	46	1
405	47	1
406	45	1
407	45	1
408	46	1
409	46	1
410	47	1
411	45	1
412	47	1
413	48	1
414	47	1
415	47	1
416	45	1
417	47	1
418	47	1
419	46	1
420	46	1
421	47	1
422	47	1
423	48	1
424	45	1
425	47	1
426	47	1
427	47	1
428	47	1
429	46	1
430	47	1
431	46	1
432	47	1
433	47	1
434	47	1
435	46	1
436	47	1
437	47	1
438	47	1
439	47	1
440	47	1
441	46	1
442	46	1
443	46	1
444	46	1
445	47	1
446	47	1
447	46	1
448	46	1
449	48	1
450	45	1
451	45	1
452	45	0
453	47	0
454	47	0
455	46	0
456	47	0
457	46	0
458	47	0
459	47	0
460	47	0
461	47	0
462	47	0
463	46	0
464	47	0
465	45	0
466	46	0
467	47	0
468	46	0
469	47	0
470	46	0
471	47	0
472	48	0
473	47	0
474	46	0
475	46	0
476	46	0
477	47	0
478	45	0
479	45	0
480	47	0
481	46	0
482	47	0
483	47	0
484	46	0
485	48	0
486	46	0
487	46	0
488	46	0
489	46	0
490	47	0
491	46	0
492	46	0
493	46	0
494	46	0
495	47	0
496	46	0
497	47	0
498	48	0
499	47	0
500	47	0
501	46	0
502	46	0
503	47	0
504	47	0
505	46	0
506	45	0
507	46	0
508	48	0
509	46	0
510	46	0
511	46	0
512	46	0
513	47	0
514	47	0
515	46	0
516	46	0
517	47	0
518	47	0
519	47	0
520	47	0
521	48	0
522	46	0
523	47	0
524	46	0
525	45	0
526	47	0
527	46	0
528	46	0
529	46	0
530	47	0
531	47	0
532	47	0
533	46	0
534	48	0
535	47	0
536	47	0
537	45	0
538	46	0
539	47	1
540	47	1
541	45	1
542	46	1
543	47	1
544	48	1
545	45	1
546	53	1
547	175	1
548	167	1
549	169	1
550	171	1
551	171	1
552	167	1
553	170	1
554	173	1
555	168	1
556	169	1
557	170	1
558	171	1
559	168	1
560	168	1
561	171	1
562	171	1
563	168	1
564	111	1
565	47	1
566	47	1
567	47	1
568	45	1
569	47	1
570	48	1
571	47	1
572	47	1
573	46	1
574	47	1
575	47	1
576	46	1
577	47	1
578	45	1
579	47	1
580	48	1
581	45	1
582	47	1
583	47	1
584	46	1
585	47	1
586	45	1
587	46	1
588	47	1
589	47	1
590	47	1
591	47	1
592	47	1
593	48	1
594	46	1
595	47	1
596	45	1
597	46	1
598	47	1
599	46	1
600	46	1
601	47	1
602	46	1
603	47	1
604	47	1
605	46	1
606	47	1
607	47	1
608	46	1
609	45	1
610	46	1
611	47	1
612	45	1
613	47	1
614	46	1
615	47	1
616	47	1
617	47	1
618	46	1
619	48	1
620	46	1
621	46	1
622	46	1
623	47	1
624	47	1
625	46	1
626	47	1
627	46	1
628	47	1
629	48	1
630	45	1
631	46	1
632	45	1
633	47	1
634	47	1
635	46	1
636	46	1
637	46	1
638	47	1
639	46	1
640	47	1
641	46	1
642	47	1
643	46	1
644	46	1
645	45	1
646	47	1
647	47	1
648	45	1
649	46	1
650	46	1
651	47	1
652	47	1
653	47	1
654	47	1
655	48	1
656	47	1
657	47	1
658	45	1
659	47	1
660	47	1
661	47	1
662	46	1
663	45	1
664	46	1
665	48	1
666	46	1
667	46	1
668	47	1
669	45	1
670	47	1
671	45	0
672	46	0
673	47	0
674	47	0
675	47	0
676	47	0
677	47	0
678	48	0
679	47	0
680	47	0
681	46	0
682	46	0
683	47	0
684	47	0
685	46	0
686	46	0
687	46	0
688	47	0
689	47	0
690	46	0
691	47	0
692	47	0
693	47	0
694	45	0
695	47	0
696	47	0
697	45	0
698	47	0
699	45	0
700	46	0
701	48	0
702	46	0
703	47	0
704	47	0
705	46	0
706	47	0
707	45	0
708	47	0
709	47	0
710	47	0
711	47	0
712	46	0
713	47	0
714	48	0
715	47	0
716	46	0
717	46	0
718	46	0
719	46	0
720	46	0
721	46	0
722	47	0
723	47	0
724	47	0
725	47	0
726	47	0
727	48	0
728	46	0
729	46	0
730	46	0
731	46	0
732	46	0
733	46	0
734	46	0
735	47	0
736	46	0
737	47	0
738	45	0
739	47	0
740	48	0
741	46	0
742	47	0
743	45	0
744	47	0
745	47	0
746	46	0
747	47	0
748	46	0
749	47	0
750	48	0
751	45	0
752	46	0
753	46	0
754	46	0
755	47	0
756	46	0
757	46	0
758	46	1
759	46	1
760	47	1
761	46	1
762	46	1
763	48	1
764	46	1
765	46	1
766	176	1
767	167	1
768	169	1
769	171	1
770	170	1
771	165	1
772	169	1
773	173	1
774	168	1
775	168	1
776	170	1
777	172	1
778	169	1
779	167	1
780	171	1
781	169	1
782	168	1
783	155	1
784	45	1
785	46	1
786	48	1
787	46	1
788	47	1
789	46	1
790	46	1
791	46	1
792	45	1
793	47	1
794	47	1
795	46	1
796	46	1
797	46	1
798	46	1
799	47	1
800	47	1
801	46	1
802	45	1
803	47	1
804	47	1
805	46	1
806	45	1
807	47	1
808	46	1
809	47	1
810	45	1
811	46	1
812	47	1
813	47	1
814	47	1
815	45	1
816	46	1
817	47	1
818	46	1
819	47	1
820	46	1
821	46	1
822	47	1
823	47	1
824	46	1
825	47	1
826	47	1
827	47	1
828	45	1
829	46	1
830	47	1
831	46	1
832	47	1
833	45	1
834	46	1
835	48	1
836	45	1
837	47	1
838	46	1
839	46	1
840	47	1
841	46	1
842	47	1
843	46	1
844	46	1
845	47	1
846	47	1
847	47	1
848	47	1
849	47	1
850	46	1
851	46	1
852	46	1
853	47	1
854	45	1
855	46	1
856	47	1
857	47	1
858	47	1
859	47	1
860	47	1
861	49	1
862	47	1
863	47	1
864	46	1
865	47	1
866	47	1
867	47	1
868	47	1
869	46	1
870	46	1
871	48	1
872	45	1
873	47	1
874	45	1
875	46	1
876	47	1
877	47	1
878	46	1
879	47	1
880	47	1
881	47	1
882	47	1
883	47	1
884	48	1
885	46	1
886	47	1
887	45	1
888	45	1
889	46	1
890	47	0
891	46	0
892	46	0
893	47	0
894	47	0
895	45	0
896	46	0
897	48	0
898	47	0
899	47	0
900	45	0
901	46	0
902	47	0
903	46	0
904	45	0
905	45	0
906	46	0
907	47	0
908	47	0
909	46	0
910	47	0
911	46	0
912	47	0
913	46	0
914	47	0
915	47	0
916	46	0
917	46	0
918	47	0
919	47	0
920	48	0
921	46	0
922	46	0
923	46	0
924	47	0
925	47	0
926	45	0
927	46	0
928	47	0
929	46	0
930	47	0
931	47	0
932	46	0
933	47	0
934	46	0
935	47	0
936	47	0
937	46	0
938	46	0
939	46	0
940	46	0
941	45	0
942	47	0
943	47	0
944	47	0
945	47	0
946	48	0
947	47	0
948	46	0
949	45	0
950	46	0
951	47	0
952	47	0
953	47	0
954	46	0
955	46	0
956	48	0
957	45	0
958	46	0
959	45	0
960	47	0
961	47	0
962	47	0
963	46	0
964	46	0
965	47	0
966	47	0
967	47	0
968	47	0
969	48	0
970	47	0
971	47	0
972	46	0
973	46	0
974	47	0
975	46	0
976	46	0
977	46	1
978	47	1
979	47	1
980	46	1
981	47	1
982	48	1
983	47	1
984	46	1
985	177	1
986	167	1
987	168	1
988	171	1
989	171	1
990	167	1
991	170	1
992	173	1
993	170	1
994	168	1
995	168	1
996	171	1
997	168	1
998	167	1
999	171	1
