Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 180

N 	Smpl.	Trig
260	235	1
261	240	1
262	243	1
263	241	1
264	231	1
265	212	1
266	189	1
267	165	1
268	143	1
269	128	1
270	123	1
271	123	1
272	123	1
273	125	1
274	135	1
275	157	1
276	179	1
277	200	1
278	218	1
279	230	1
280	239	1
281	243	1
282	242	1
283	237	1
284	221	1
285	198	1
286	175	1
287	152	1
288	133	1
289	123	1
290	123	1
291	123	1
292	125	1
293	129	1
294	147	1
295	170	1
296	192	1
297	211	1
298	225	1
299	235	1
300	241	1
301	243	1
302	239	1
303	229	1
304	208	1
305	184	1
306	161	1
307	141	1
308	126	1
309	123	1
310	123	1
311	123	1
312	125	1
313	139	1
314	160	1
315	183	1
316	203	1
317	219	1
318	231	1
319	239	1
320	242	1
321	241	1
322	235	1
323	217	1
324	195	1
325	171	1
326	148	1
327	131	1
328	123	1
329	122	1
330	123	1
331	125	1
332	131	1
333	151	1
334	173	1
335	195	1
336	213	1
337	227	1
338	236	1
339	241	1
340	242	1
341	239	1
342	226	1
343	205	1
344	180	1
345	158	1
346	139	1
347	125	1
348	122	1
349	123	1
350	123	1
351	127	1
352	142	1
353	164	1
354	187	1
355	206	1
356	221	1
357	233	1
358	239	1
359	243	1
360	239	1
361	207	1
362	170	1
363	141	1
364	127	1
365	124	1
366	127	1
367	139	1
368	155	1
369	173	1
370	183	1
371	178	1
372	179	1
373	179	1
374	179	1
375	179	1
376	179	1
377	179	1
378	179	1
379	179	1
380	179	1
381	179	1
382	179	1
383	180	1
384	178	1
385	179	1
386	179	1
387	179	1
388	179	1
389	179	1
390	179	1
391	179	1
392	179	1
393	179	1
394	179	1
395	179	1
396	179	1
397	179	1
398	179	1
399	179	1
400	179	1
401	179	1
402	180	1
403	180	1
404	179	1
405	179	1
406	179	1
407	180	1
408	180	1
409	180	1
410	179	1
411	180	1
412	180	1
413	180	1
414	180	1
415	180	1
416	180	1
417	179	1
418	180	1
419	180	1
420	179	1
421	179	1
422	179	1
423	180	1
424	179	1
425	180	1
426	179	1
427	179	1
428	180	1
429	180	1
430	180	1
431	180	1
432	180	1
433	180	1
434	180	1
435	180	1
436	179	1
437	179	1
438	179	1
439	179	1
440	180	1
441	180	1
442	179	1
443	180	1
444	180	1
445	179	1
446	180	1
447	180	1
448	180	1
449	180	1
450	180	1
451	180	1
452	180	1
453	180	1
454	180	1
455	180	1
456	180	1
457	180	1
458	179	1
459	180	1
460	180	1
461	180	1
462	180	1
463	180	1
464	180	1
465	179	1
466	180	1
467	180	1
468	180	1
469	180	1
470	181	1
471	180	1
472	180	1
473	180	1
474	180	1
475	180	1
476	180	1
477	180	1
478	180	1
479	180	1
480	180	1
481	180	1
482	180	1
483	181	1
484	180	1
485	180	1
486	180	1
487	180	1
488	180	1
489	180	1
490	180	1
491	180	1
492	180	1
493	180	1
494	180	1
495	180	1
496	180	1
497	180	1
498	180	1
499	180	1
500	180	1
501	180	1
502	180	1
503	180	1
504	180	1
505	181	1
506	180	1
507	180	1
508	180	1
509	180	1
510	180	1
511	180	1
512	180	1
513	180	1
514	180	1
515	180	1
516	180	1
517	180	1
518	180	1
519	180	1
520	180	1
521	180	1
522	180	1
523	180	1
524	180	1
525	180	1
526	180	1
527	180	1
528	180	1
529	180	1
530	180	1
531	180	1
532	180	1
533	180	1
534	180	1
535	180	1
536	180	1
537	180	1
538	180	1
539	180	1
540	180	1
541	181	1
542	180	1
543	180	1
544	180	1
545	181	1
546	181	1
547	180	1
548	180	1
549	180	1
550	181	1
551	180	1
552	180	1
553	180	1
554	180	1
555	180	1
556	180	1
557	181	1
558	181	1
559	180	1
560	181	1
561	180	1
562	181	1
563	180	1
564	181	1
565	180	1
566	181	1
567	180	1
568	180	1
569	181	1
570	181	1
571	180	1
572	181	1
573	181	1
574	180	1
575	180	1
576	180	1
577	180	1
578	181	1
579	180	1
580	181	1
581	181	1
582	180	1
583	180	1
584	180	1
585	180	1
586	180	1
587	180	1
588	180	1
589	180	1
590	180	1
591	180	1
592	180	1
593	181	1
594	181	1
595	181	1
596	180	1
597	180	1
598	181	1
599	180	1
600	180	1
601	180	1
602	180	1
603	180	1
604	181	1
605	180	1
606	181	1
607	180	1
608	181	1
609	181	1
610	181	1
611	181	1
612	181	1
613	181	1
614	181	1
615	180	1
616	180	1
617	180	1
618	181	1
619	180	1
620	181	1
621	180	1
622	181	1
623	181	1
624	181	1
625	180	1
626	181	1
627	180	1
628	180	1
629	180	1
630	181	1
631	180	1
632	180	1
633	180	1
634	181	1
635	181	1
636	180	1
637	181	1
638	180	1
639	180	1
640	180	1
641	180	1
642	181	1
643	180	1
644	180	1
645	180	1
646	181	1
647	181	1
648	181	1
649	181	1
650	181	1
651	181	1
652	181	1
653	180	1
654	180	1
655	180	1
656	180	1
657	180	1
658	180	1
659	180	1
660	181	1
661	180	1
662	180	1
663	180	1
664	181	1
665	181	1
666	181	1
667	181	1
668	180	1
669	180	1
670	180	1
671	180	1
672	180	1
673	181	1
674	180	1
675	180	1
676	180	1
677	180	1
678	180	1
679	181	1
680	180	1
681	180	1
682	181	1
683	181	1
684	180	1
685	180	1
686	181	1
687	180	1
688	181	1
689	181	1
690	181	1
691	180	1
692	180	1
693	181	1
694	180	1
695	180	1
696	181	1
697	181	1
698	180	1
699	181	1
700	181	1
701	180	1
702	180	1
703	181	1
704	180	1
705	180	1
706	181	1
707	181	1
708	180	1
709	181	1
710	181	1
711	180	1
712	180	1
713	180	1
714	180	1
715	180	1
716	181	1
717	180	1
718	180	1
719	181	1
720	181	1
721	181	1
722	181	1
723	181	1
724	181	1
725	181	1
726	180	1
727	180	1
728	180	1
729	180	1
730	180	1
731	181	1
732	180	1
733	181	1
734	180	1
735	180	1
736	180	1
737	181	1
738	180	1
739	181	1
740	181	1
741	180	1
742	180	1
743	181	1
744	181	1
745	181	1
746	181	1
747	181	1
748	181	1
749	180	1
750	180	1
751	180	1
752	180	1
753	180	1
754	181	1
755	181	1
756	181	1
757	181	1
758	180	1
759	181	1
760	180	1
761	180	1
762	181	1
763	181	1
764	180	1
765	181	1
766	180	1
767	181	1
768	180	1
769	181	1
770	181	1
771	180	1
772	180	1
773	181	1
774	181	1
775	179	1
776	180	1
777	181	1
778	180	1
779	181	1
780	180	1
781	181	0
782	181	0
783	181	0
784	180	0
785	181	0
786	180	0
787	181	0
788	181	0
789	181	0
790	181	0
791	181	0
792	181	0
793	181	0
794	180	0
795	180	0
796	181	0
797	180	0
798	180	0
799	180	0
800	181	0
801	181	0
802	180	0
803	180	0
804	181	0
805	181	0
806	181	0
807	181	0
808	181	0
809	181	0
810	180	0
811	180	0
812	181	0
813	181	0
814	180	0
815	180	0
816	181	0
817	181	0
818	180	0
819	181	0
820	181	0
821	180	0
822	180	0
823	181	0
824	180	0
825	181	0
826	180	0
827	181	0
828	181	0
829	181	0
830	181	0
831	181	0
832	181	0
833	180	0
834	180	0
835	180	0
836	181	0
837	180	0
838	180	0
839	180	0
840	180	0
841	181	0
842	180	0
843	180	0
844	180	0
845	181	0
846	181	0
847	181	0
848	180	0
849	181	0
850	181	0
851	180	0
852	181	0
853	181	0
854	180	0
855	181	0
856	181	0
857	181	0
858	180	0
859	181	0
860	181	0
861	180	0
862	180	0
863	181	0
864	181	0
865	181	0
866	180	0
867	180	0
868	180	0
869	180	0
870	180	0
871	181	0
872	180	0
873	181	0
874	181	0
875	180	0
876	180	0
877	181	0
878	181	0
879	180	0
880	180	0
881	180	0
882	181	0
883	181	0
884	180	0
885	180	0
886	180	0
887	180	0
888	180	0
889	180	0
890	180	0
891	181	0
892	180	0
893	180	0
894	180	0
895	181	0
896	181	0
897	181	0
898	180	0
899	181	0
900	181	0
901	181	0
902	181	0
903	181	0
904	181	0
905	180	0
906	181	0
907	181	0
908	180	0
909	181	0
910	181	0
911	181	0
912	181	0
913	181	0
914	181	0
915	181	0
916	181	0
917	180	0
918	180	0
919	180	0
920	181	0
921	181	0
922	180	0
923	180	0
924	180	0
925	181	0
926	180	0
927	180	0
928	180	0
929	181	0
930	181	0
931	181	0
932	180	0
933	180	0
934	180	0
935	181	0
936	180	0
937	181	0
938	180	0
939	181	0
940	181	0
941	181	0
942	181	0
943	181	0
944	181	0
945	181	0
946	181	0
947	181	0
948	180	0
949	180	0
950	181	0
951	180	0
952	180	0
953	181	0
954	181	0
955	181	0
956	181	0
957	181	0
958	180	0
959	180	0
960	180	0
961	180	0
962	180	0
963	181	0
964	180	0
965	180	0
966	181	0
967	181	0
968	181	0
969	180	0
970	181	0
971	181	0
972	180	0
973	180	0
974	181	0
975	180	0
976	180	0
977	180	0
978	181	0
979	180	0
980	181	0
981	180	0
982	181	0
983	180	0
984	181	0
985	181	0
986	181	0
987	180	0
988	181	0
989	181	0
990	180	0
991	180	0
992	181	0
993	181	0
994	181	0
995	181	0
996	180	0
997	181	0
998	181	0
999	180	0
