Oscilloscope data. 
Time step = 10,00 nS
Voltage step = 3,125 mV
Zero level = 63

N 	Smpl.	Trig
804	47	0
805	47	0
806	47	0
807	47	0
808	47	0
809	48	0
810	47	0
811	47	0
812	47	0
813	47	0
814	47	0
815	48	0
816	47	0
817	47	0
818	47	0
819	47	0
820	47	0
821	48	0
822	48	0
823	47	0
824	47	0
825	47	0
826	48	0
827	47	0
828	48	0
829	47	0
830	47	0
831	47	0
832	47	0
833	47	0
834	48	0
835	47	0
836	47	0
837	47	0
838	47	0
839	48	0
840	48	0
841	47	0
842	47	0
843	47	0
844	48	0
845	47	0
846	48	0
847	47	0
848	47	0
849	47	0
850	47	0
851	47	0
852	48	0
853	47	0
854	47	0
855	47	0
856	47	0
857	48	0
858	48	0
859	47	0
860	47	0
861	47	0
862	48	0
863	47	0
864	48	0
865	47	0
866	47	0
867	47	0
868	47	0
869	47	0
870	48	0
871	47	0
872	48	0
873	47	0
874	47	0
875	47	0
876	47	0
877	47	0
878	48	0
879	47	0
880	47	0
881	47	0
882	47	0
883	47	0
884	48	0
885	47	0
886	47	0
887	47	0
888	47	0
889	47	0
890	48	0
891	47	0
892	47	0
893	47	0
894	47	0
895	47	0
896	48	0
897	47	0
898	47	0
899	47	0
900	47	0
901	47	0
902	48	0
903	47	0
904	47	0
905	47	0
906	47	0
907	47	0
908	48	0
909	47	0
910	47	0
911	47	0
912	47	0
913	47	0
914	48	0
915	47	0
916	48	0
917	47	0
918	47	0
919	47	0
920	47	0
921	47	0
922	48	0
923	47	0
924	47	0
925	47	0
926	47	0
927	47	0
928	48	0
929	47	0
930	47	0
931	47	0
932	47	0
933	47	0
934	48	0
935	47	0
936	47	0
937	47	0
938	47	0
939	47	0
940	48	0
941	47	0
942	48	0
943	47	0
944	47	0
945	47	0
946	48	0
947	47	0
948	48	0
949	47	0
950	47	0
951	47	0
952	47	0
953	47	0
954	48	0
955	47	0
956	47	0
957	47	0
958	47	0
959	47	0
960	48	0
961	47	0
962	47	0
963	47	0
964	47	0
965	47	0
966	48	0
967	47	0
968	47	0
969	47	0
970	47	0
971	47	0
972	48	0
973	47	0
974	47	0
975	47	0
976	47	0
977	47	0
978	48	0
979	47	0
980	47	0
981	47	0
982	47	0
983	47	0
984	48	0
985	47	0
986	48	0
987	47	0
988	47	0
989	47	0
990	47	0
991	47	0
992	48	0
993	47	0
994	47	0
995	47	0
996	47	0
997	47	0
998	48	0
999	47	0
